id,id_importfee_id
1582,60063300
1583,60063400
1584,60064200
1585,60064300
1586,60064400
1587,60069000
1588,61151000
1589,63072000
1590,63079000
1591,64061000
1592,64069000
1593,65061000
1594,68041000
1595,68042100
1596,68042200
1597,68042300
1598,68043000
1599,68051000
1600,68052000
1601,68053000
1602,68061000
1603,68062000
1604,68069000
1605,68071000
1606,68079000
1607,68080000
1608,68099010
1609,68129900
1610,68132000
1611,68138100
1612,68138900
1613,68141000
1614,69010000
1615,69021000
1616,69022000
1617,69029000
1618,69031000
1619,69032000
1620,69039000
1621,69072100
1622,69072200
1623,69072300
1624,69073000
1625,69074000
1626,69091100
1627,69091900
1628,69101000
1629,69149010
1630,70010000
1631,70021000
1632,70022000
1633,70023100
1634,70023200
1635,70023900
1636,70031200
1637,70031900
1638,70032000
1639,70049000
1640,70051000
1641,70052100
1642,70052900
1643,70053000
1644,70071110
1645,70071190
1646,70071900
1647,70072190
1648,70072900
1649,70080000
1650,70091010
1651,70091090
1652,70101000
1653,70102000
1654,70109000
1655,70119000
1656,70132800
1657,70133700
1658,70134200
1659,70134900
1660,70139900
1661,70140090
1662,70171000
1663,70172000
1664,70179000
1665,70181000
1666,70182000
1667,70189000
1668,70191100
1669,70191200
1670,70191400
1671,70191500
1672,70191900
1673,70196100
1674,70196200
1675,70196300
1676,70196400
1677,70196500
1678,70196600
1679,70196900
1680,70197100
1681,70197200
1682,70197300
1683,70198000
1684,70199000
1685,70200010
1686,70200020
1687,70200030
1688,71069200
1689,72021100
1690,72021900
1691,72022100
1692,72022900
1693,72023000
1694,72024100
1695,72024900
1696,72027000
1697,72029100
1698,72029200
1699,72029900
1700,72031000
1701,72041000
1702,72044100
1703,72044900
1704,72051000
1705,72052900
1706,72071900
1707,72072000
1708,72081000
1709,72082500
1710,72082600
1711,72082700
1712,72083600
1713,72083700
1714,72083800
1715,72083900
1716,72084000
1717,72085100
1718,72085200
1719,72085300
1720,72085400
1721,72089000
1722,72091500
1723,72091600
1724,72091700
1725,72091800
1726,72092500
1727,72092600
1728,72092700
1729,72092800
1730,72099000
1731,72101100
1732,72101200
1733,72103000
1734,72104100
1735,72104900
1736,72106100
1737,72107000
1738,72109000
1739,72111300
1740,72111400
1741,72111900
1742,72112900
1743,72119000
1744,72122000
1745,72123000
1746,72124000
1747,72125000
1748,72126000
1749,72141000
1750,72149100
1751,72149900
1752,72151000
1753,72155000
1754,72159000
1755,72161000
1756,72162100
1757,72162200
1758,72163100
1759,72163200
1760,72163300
1761,72164000
1762,72165000
1763,72166100
1764,72166900
1765,72169100
1766,72169900
1767,72171000
1768,72172000
1769,72173000
1770,72179000
1771,72189100
1772,72189900
1773,72191200
1774,72191300
1775,72191400
1776,72192100
1777,72192200
1778,72192300
1779,72193100
1780,72193200
1781,72193300
1782,72193400
1783,72193500
1784,72199000
1785,72202000
1786,72209000
1787,72221100
1788,72221900
1789,72222000
1790,72223000
1791,72224000
1792,72230000
1793,72249000
1794,72251100
1795,72253000
1796,72254000
1797,72255000
1798,72259100
1799,72259900
1800,72261100
1801,72261900
1802,72269200
1803,72269900
1804,72283000
1805,72285000
1806,72286000
1807,72287000
1808,72292000
1809,72299000
1810,73012000
1811,73021000
1812,73024000
1813,73029000
1814,73030000
1815,73041100
1816,73041900
1817,73042200
1818,73042300
1819,73042900
1820,73043100
1821,73043900
1822,73044100
1823,73044900
1824,73045100
1825,73045900
1826,73049000
1827,73051100
1828,73053900
1829,73059000
1830,73061100
1831,73061900
1832,73062100
1833,73062900
1834,73064000
1835,73065000
1836,73069000
1837,73071100
1838,73071900
1839,73072100
1840,73072200
1841,73072300
1842,73072900
1843,73079100
1844,73079200
1845,73079300
1846,73079900
1847,73081000
1848,73082000
1849,73083000
1850,73089000
1851,73090000
1852,73101000
1853,73102100
1854,73102900
1855,73110000
1856,73121000
1857,73129000
1858,73143900
1859,73151100
1860,73151200
1861,73152000
1862,73158100
1863,73158200
1864,73158900
1865,73159000
1866,73160000
1867,73170000
1868,73181100
1869,73181200
1870,73181300
1871,73181400
1872,73181500
1873,73181600
1874,73181900
1875,73182100
1876,73182200
1877,73182300
1878,73182400
1879,73182900
1880,73194000
1881,73199000
1882,73201000
1883,73202000
1884,73209000
1885,73219000
1886,73221100
1887,73221900
1888,73229000
1889,73239300
1890,73239400
1891,73239900
1892,73241000
1893,73249000
1894,73251000
1895,73259100
1896,73259900
1897,73261100
1898,73262000
1899,73269000
1900,74010000
1901,74031100
1902,74031200
1903,74031300
1904,74031900
1905,74032100
1906,74032200
1907,74032900
1908,74050000
1909,74061000
1910,74062000
1911,74071000
1912,74072100
1913,74072900
1914,74081100
1915,74081900
1916,74082100
1917,74082900
1918,74091100
1919,74091900
1920,74092100
1921,74092900
1922,74093100
1923,74094000
1924,74099000
1925,74101100
1926,74101200
1927,74102200
1928,74111000
1929,74112200
1930,74112900
1931,74121000
1932,74122000
1933,74152100
1934,74152900
1935,74153300
1936,74153900
1937,74198940
1938,75021000
1939,75022000
1940,75040000
1941,75061000
1942,75062000
1943,76011000
1944,76012000
1945,76031000
1946,76032000
1947,76041000
1948,76042100
1949,76042900
1950,76051100
1951,76052100
1952,76052900
1953,76061100
1954,76069100
1955,76069200
1956,76071100
1957,76071900
1958,76072000
1959,76081000
1960,76082000
1961,76090000
1962,76101000
1963,76109000
1964,76110000
1965,76121000
1966,76129000
1967,76130000
1968,76151000
1969,76152000
1970,76161000
1971,76169910
1972,78019900
1973,78041900
1974,78060010
1975,79011100
1976,79011200
1977,79012000
1978,79031000
1979,79050000
1980,79070010
1981,80011000
1982,80012000
1983,80030000
1984,80070010
1985,81041100
1986,81041900
1987,82011000
1988,82013000
1989,82014000
1990,82015000
1991,82016000
1992,82019000
1993,82021000
1994,82022000
1995,82023100
1996,82023900
1997,82024000
1998,82029100
1999,82029900
2000,82031000
2001,82032000
2002,82033000
2003,82034000
2004,82041100
2005,82041200
2006,82042000
2007,82051000
2008,82052000
2009,82053000
2010,82054000
2011,82055100
2012,82055900
2013,82056000
2014,82057000
2015,82058000
2016,82059000
2017,82060000
2018,82071300
2019,82071900
2020,82072000
2021,82073000
2022,82074000
2023,82075000
2024,82076000
2025,82077000
2026,82078000
2027,82079000
2028,82081000
2029,82082000
2030,82083000
2031,82084000
2032,82089000
2033,82090000
2034,82119310
2035,82119390
2036,82119400
2037,82119500
2038,82121000
2039,82122000
2040,82129000
2041,82130000
2042,82141000
2043,82149010
2044,83011000
2045,83012000
2046,83013000
2047,83014000
2048,83015000
2049,83016000
2050,83017000
2051,83021000
2052,83022000
2053,83023000
2054,83024100
2055,83024200
2056,83024900
2057,83026000
2058,83030000
2059,83051000
2060,83052000
2061,83059000
2062,83071000
2063,83079000
2064,83081000
2065,83082000
2066,83089000
2067,83091000
2068,83099000
2069,83111000
2070,83112000
2071,83113000
2072,83119000
2073,84021100
2074,84021200
2075,84021900
2076,84022000
2077,84029000
2078,84031000
2079,84039000
2080,84041010
2081,84041020
2082,84042000
2083,84049010
2084,84049020
2085,84051000
2086,84059000
2087,84068100
2088,84069000
2089,84071000
2090,84072100
2091,84072900
2092,84073100
2093,84073200
2094,84073300
2095,84073410
2096,84073490
2097,84079000
2098,84081000
2099,84082000
2100,84089000
2101,84091000
2102,84099100
2103,84099900
2104,84109000
2105,84111100
2106,84112100
2107,84118200
2108,84119100
2109,84119900
2110,84122100
2111,84122900
2112,84123100
2113,84123900
2114,84128000
2115,84129000
2116,84131100
2117,84131900
2118,84132000
2119,84133000
2120,84134000
2121,84135000
2122,84136000
2123,84138100
2124,84138200
2125,84139100
2126,84139200
2127,84141000
2128,84142000
2129,84143000
2130,84144000
2131,84145910
2132,84148000
2133,84149000
2134,84151010
2135,84152010
2136,84158210
2137,84159090
2138,84161000
2139,84162000
2140,84169000
2141,84171000
2142,84172000
2143,84178000
2144,84179000
2145,84184010
2146,84184090
2147,84185010
2148,84186920
2149,84186930
2150,84186940
2151,84189100
2152,84189900
2153,84191100
2154,84191200
2155,84192000
2156,84193400
2157,84193900
2158,84194000
2159,84195000
2160,84196000
2161,84198900
2162,84199010
2163,84199090
2164,84201010
2165,84201090
2166,84209100
2167,84209900
2168,84211100
2169,84211200
2170,84211900
2171,84212110
2172,84212190
2173,84212200
2174,84212310
2175,84212390
2176,84212900
2177,84213110
2178,84213190
2179,84213900
2180,84219100
2181,84219900
2182,84222000
2183,84223000
2184,84224000
2185,84229000
2186,84231000
2187,84232000
2188,84233000
2189,84238100
2190,84238200
2191,84238900
2192,84239000
2193,84241000
2194,84242000
2195,84243000
2196,84244100
2197,84244900
2198,84248200
2199,84248900
2200,84249000
2201,84251100
2202,84251900
2203,84253100
2204,84253900
2205,84254100
2206,84254200
2207,84254900
2208,84261100
2209,84261200
2210,84261900
2211,84262000
2212,84263000
2213,84264100
2214,84264900
2215,84269100
2216,84269900
2217,84271000
2218,84272000
2219,84279000
2220,84281000
2221,84282000
2222,84283100
2223,84283200
2224,84283300
2225,84283900
2226,84284000
2227,84289000
2228,84291100
2229,84291900
2230,84292000
2231,84293000
2232,84294000
2233,84295100
2234,84295200
2235,84295900
2236,84301000
2237,84302000
2238,84303100
2239,84303900
2240,84304100
2241,84304900
2242,84305000
2243,84306100
2244,84306900
2245,84311000
2246,84312000
2247,84313100
2248,84313900
2249,84314100
2250,84314200
2251,84314300
2252,84314900
2253,84321000
2254,84322100
2255,84322900
2256,84323100
2257,84323900
2258,84324100
2259,84328000
2260,84329000
2261,84331100
2262,84331900
2263,84332000
2264,84333000
2265,84334000
2266,84335100
2267,84335200
2268,84335300
2269,84335900
2270,84336000
2271,84339000
2272,84341000
2273,84342000
2274,84349000
2275,84359000
2276,84361000
2277,84362100
2278,84362900
2279,84368000
2280,84369100
2281,84369900
2282,84371000
2283,84378000
2284,84379000
2285,84381000
2286,84382000
2287,84383000
2288,84384000
2289,84385000
2290,84386000
2291,84388000
2292,84389000
2293,84391000
2294,84392000
2295,84393000
2296,84399100
2297,84399900
2298,84401000
2299,84409000
2300,84411000
2301,84412000
2302,84413000
2303,84414000
2304,84418000
2305,84419000
2306,84423000
2307,84424000
2308,84425000
2309,84431100
2310,84431200
2311,84431300
2312,84431400
2313,84431600
2314,84431700
2315,84431900
2316,84433100
2317,84433210
2318,84433220
2319,84433230
2320,84433900
2321,84439100
2322,84439900
2323,84440000
2324,84451100
2325,84451200
2326,84451900
2327,84452000
2328,84453000
2329,84454000
2330,84459000
2331,84461000
2332,84462100
2333,84462900
2334,84463000
2335,84471100
2336,84471200
2337,84472000
2338,84479000
2339,84481100
2340,84481900
2341,84482000
2342,84483300
2343,84483900
2344,84484900
2345,84485100
2346,84485900
2347,84490000
2348,84509000
2349,84511000
2350,84512900
2351,84513010
2352,84514000
2353,84515000
2354,84518010
2355,84518090
2356,84519000
2357,84521000
2358,84522100
2359,84522900
2360,84523000
2361,84529000
2362,84531000
2363,84532000
2364,84538000
2365,84539000
2366,84541000
2367,84542000
2368,84543000
2369,84549000
2370,84551000
2371,84552100
2372,84552200
2373,84553000
2374,84559000
2375,84561100
2376,84562000
2377,84563000
2378,84564000
2379,84565000
2380,84569000
2381,84571000
2382,84572000
2383,84573000
2384,84581100
2385,84581900
2386,84589100
2387,84589900
2388,84591000
2389,84592100
2390,84592900
2391,84593100
2392,84593900
2393,84594900
2394,84595100
2395,84595900
2396,84596100
2397,84596900
2398,84597000
2399,84601200
2400,84601900
2401,84602400
2402,84602900
2403,84603100
2404,84603900
2405,84604000
2406,84609000
2407,84612000
2408,84613000
2409,84614000
2410,84615000
2411,84619000
2412,84621100
2413,84621900
2414,84622200
2415,84622300
2416,84622400
2417,84622500
2418,84622600
2419,84622900
2420,84623200
2421,84623300
2422,84623900
2423,84624200
2424,84624900
2425,84625100
2426,84625900
2427,84626100
2428,84626200
2429,84626300
2430,84626900
2431,84629000
2432,84631000
2433,84632000
2434,84633000
2435,84639000
2436,84641000
2437,84642000
2438,84649000
2439,84651000
2440,84652000
2441,84659100
2442,84659200
2443,84659300
2444,84659500
2445,84659600
2446,84659900
2447,84661000
2448,84662000
2449,84663000
2450,84669100
2451,84669200
2452,84669300
2453,84669400
2454,84671100
2455,84671900
2456,84672100
2457,84672200
2458,84672900
2459,84678100
2460,84678900
2461,84679100
2462,84679200
2463,84679900
2464,84681000
2465,84682000
2466,84688000
2467,84689000
2468,84701000
2469,84702100
2470,84702900
2471,84703000
2472,84705000
2473,84709000
2474,84713000
2475,84714100
2476,84714900
2477,84715000
2478,84716000
2479,84717000
2480,84718000
2481,84719000
2482,84721000
2483,84723000
2484,84729000
2485,84732100
2486,84732900
2487,84733000
2488,84734000
2489,84735000
2490,84741000
2491,84742000
2492,84743100
2493,84743200
2494,84748000
2495,84749000
2496,84752900
2497,84759000
2498,84769000
2499,84771000
2500,84772000
2501,84773000
2502,84774000
2503,84775100
2504,84775900
2505,84778000
2506,84779000
2507,84789000
2508,84791000
2509,84792000
2510,84793000
2511,84794000
2512,84797900
2513,84798100
2514,84798200
2515,84798910
2516,84798920
2517,84798990
2518,84799000
2519,84801000
2520,84802000
2521,84804100
2522,84804900
2523,84805000
2524,84806000
2525,84807100
2526,84807900
2527,84811000
2528,84812000
2529,84813000
2530,84814000
2531,84818010
2532,84818020
2533,84818030
2534,84818090
2535,84819000
2536,84821000
2537,84822000
2538,84824000
2539,84825000
2540,84828000
2541,84829100
2542,84829900
2543,84831010
2544,84831090
2545,84832010
2546,84832090
2547,84833010
2548,84833090
2549,84834010
2550,84834090
2551,84835010
2552,84835090
2553,84836010
2554,84836090
2555,84839010
2556,84839090
2557,84841000
2558,84842000
2559,84849000
2560,84862000
2561,84871000
2562,84879000
2563,85011000
2564,85012000
2565,85013100
2566,85013200
2567,85013300
2568,85013400
2569,85014000
2570,85015100
2571,85015200
2572,85015300
2573,85016100
2574,85016200
2575,85016300
2576,85016400
2577,85021100
2578,85021200
2579,85021300
2580,85022000
2581,85023100
2582,85023900
2583,85024000
2584,85030000
2585,85041000
2586,85042200
2587,85042300
2588,85043100
2589,85043200
2590,85044000
2591,85045000
2592,85049000
2593,85051100
2594,85051900
2595,85052000
2596,85059000
2597,85061000
2598,85064000
2599,85065000
2600,85068010
2601,85068090
2602,85069000
2603,85071010
2604,85071090
2605,85072010
2606,85072090
2607,85073090
2608,85074000
2609,85075000
2610,85076000
2611,85078000
2612,85079000
2613,85081910
2614,85087000
2615,85099000
2616,85101000
2617,85102000
2618,85103000
2619,85109000
2620,85111000
2621,85112000
2622,85113000
2623,85114000
2624,85115000
2625,85118000
2626,85119000
2627,85121000
2628,85122010
2629,85122090
2630,85123010
2631,85123090
2632,85124010
2633,85124090
2634,85129000
2635,85131000
2636,85139000
2637,85141100
2638,85141900
2639,85142000
2640,85143100
2641,85143200
2642,85143900
2643,85144000
2644,85149000
2645,85151100
2646,85151900
2647,85152100
2648,85152900
2649,85153100
2650,85153900
2651,85158000
2652,85159000
2653,85161010
2654,85168000
2655,85169000
2656,85171300
2657,85171800
2658,85176110
2659,85176120
2661,85176210
2662,85176290
2663,85176900
2664,85177100
2665,85177900
2666,85182110
2667,85185000
2668,85189000
2669,85229000
2670,85232100
2671,85232900
2672,85234900
2673,85235100
2674,85235200
2675,85238000
2676,85255000
2677,85256000
2678,85261000
2679,85269100
2680,85269200
2681,85271900
2682,85272110
2683,85272190
2684,85272910
2685,85272990
2686,85279100
2687,85284900
2688,85285210
2689,85285900
2690,85286200
2691,85286900
2692,85287100
2693,85287210
2694,85291000
2695,85299000
2696,85308000
2697,85309000
2698,85311000
2699,85318000
2700,85319000
2701,85321000
2702,85322100
2703,85322200
2704,85322400
2705,85322500
2706,85322900
2707,85323000
2708,85329000
2709,85332900
2710,85333100
2711,85333900
2712,85334000
2713,85339000
2714,85340000
2715,85351000
2716,85352100
2717,85352900
2718,85353000
2719,85354000
2720,85359000
2721,85361000
2722,85362000
2723,85363000
2724,85364100
2725,85364900
2726,85366100
2727,85366900
2728,85367000
2729,85369000
2730,85371000
2731,85372000
2732,85381000
2733,85389000
2734,85391000
2735,85392100
2736,85392200
2737,85392900
2738,85393110
2739,85393190
2740,85393900
2741,85394100
2742,85394900
2743,85395100
2744,85395200
2745,85399000
2746,85411000
2747,85412100
2748,85412900
2749,85413000
2750,85414100
2751,85414200
2752,85414300
2753,85414900
2754,85415100
2755,85415900
2756,85416000
2757,85419000
2758,85423100
2759,85423200
2760,85423900
2761,85429000
2762,85431000
2763,85432000
2764,85437000
2765,85439000
2766,85442000
2767,85443000
2768,85444200
2769,85444900
2770,85446000
2771,85447000
2772,85451100
2773,85451900
2774,85452000
2775,85459000
2776,85461000
2777,85462000
2778,85463000
2779,85471000
2780,85472000
2781,85479000
2782,86080000
2783,86090000
2784,87011010
2785,87011090
2786,87012100
2787,87012200
2788,87012300
2789,87012400
2790,87012900
2791,87013010
2792,87013090
2793,87019110
2794,87019191
2795,87019199
2796,87019210
2797,87019291
2798,87019299
2799,87019310
2800,87019391
2801,87019399
2802,87019410
2803,87019491
2804,87019499
2805,87019510
2806,87019591
2807,87019599
2808,87021040
2809,87021050
2810,87022040
2811,87022050
2812,87022090
2813,87023040
2814,87023050
2815,87023090
2816,87024040
2817,87024050
2818,87024090
2819,87032110
2820,87032210
2821,87032310
2822,87032320
2823,87032394
2824,87032410
2825,87032420
2826,87032493
2827,87033110
2828,87033210
2829,87033220
2830,87033293
2831,87033310
2832,87033320
2833,87033394
2834,87034000
2835,87035000
2836,87036000
2837,87037000
2838,87038000
2839,87039010
2840,87039020
2841,87039095
2842,87041000
2843,87042110
2844,87042120
2845,87042190
2846,87042210
2847,87042290
2848,87042310
2849,87042390
2850,87043120
2851,87043210
2852,87049010
2853,87051000
2854,87052000
2855,87053000
2856,87054000
2857,87059000
2858,87060030
2859,87071020
2860,87079090
2861,87081090
2862,87082190
2863,87082910
2864,87082990
2865,87083090
2866,87084010
2867,87084090
2868,87085010
2869,87085090
2870,87087010
2871,87087090
2872,87088090
2873,87089110
2874,87089190
2875,87089210
2876,87089290
2877,87089390
2878,87089410
2879,87089490
2880,87089590
2881,87089911
2882,87089915
2883,87089990
2884,87091100
2885,87091900
2886,87099000
2887,87131000
2888,87139000
2889,87141000
2890,87142000
2891,87149100
2892,87149200
2893,87149300
2894,87149400
2895,87149500
2896,87149600
2897,87149900
2898,87162000
2899,87163100
2900,87163900
2901,87164000
2902,87168000
2903,87169090
2904,89071000
2905,90013000
2906,90014000
2907,90015000
2908,90019000
2909,90021100
2910,90021900
2911,90029000
2912,90031100
2913,90031900
2914,90039000
2915,90049000
2916,90061000
2917,90064000
2918,90069100
2919,90079100
2920,90085000
2921,90089000
2922,90109000
2923,90111000
2924,90112000
2925,90113000
2926,90119000
2927,90121000
2928,90132000
2929,90138000
2930,90139000
2931,90141000
2932,90148000
2933,90149000
2934,90151000
2935,90152000
2936,90153000
2937,90154000
2938,90158000
2939,90159000
2940,90160000
2941,90171000
2942,90172000
2943,90173000
2944,90178000
2945,90179000
2946,90181100
2947,90181200
2948,90181300
2949,90181400
2950,90181900
2951,90182000
2952,90183100
2953,90183200
2954,90183900
2955,90184100
2956,90184900
2957,90185000
2958,90189000
2959,90191000
2960,90192000
2961,90200000
2962,90211000
2963,90212100
2964,90212900
2965,90213100
2966,90213900
2967,90214000
2968,90215000
2969,90219000
2970,90221200
2971,90221300
2972,90221400
2973,90221900
2974,90222100
2975,90222900
2976,90223000
2977,90229000
2978,90230000
2979,90241000
2980,90248000
2981,90251100
2982,90251900
2983,90258000
2984,90259000
2985,90261000
2986,90262000
2987,90268000
2988,90269000
2989,90271000
2990,90272000
2991,90273000
2992,90275000
2993,90278100
2994,90278900
2995,90279000
2996,90281000
2997,90282000
2998,90283000
2999,90289000
3000,90291000
3001,90299000
3002,90301000
3003,90303100
3004,90303200
3005,90303300
3006,90303900
3007,90304000
3008,90308400
3009,90308900
3010,90309000
3011,90311000
3012,90312000
3013,90314900
3014,90318000
3015,90319000
3016,90321000
3017,90322000
3018,90328100
3019,90328900
3020,90329000
3021,90330000
3022,91040000
3023,91070000
3024,91091000
3025,91099000
3026,91109000
3027,91143000
3028,91149000
3029,93063000
3030,93069000
3031,94012010
3032,94019110
3033,94019190
3034,94019910
3035,94019990
3036,94021000
3037,94029000
3038,94039100
3039,94039900
3040,94054100
3041,94054200
3042,94054900
3043,94055000
3044,94059100
3045,94059200
3046,94059900
3047,94061000
3048,94062000
3049,94069000
3050,95079000
3051,96019000
3052,96020010
3053,96032100
3054,96033000
3055,96034000
3056,96035000
3057,96039010
3058,96061000
3059,96062100
3060,96062200
3061,96062900
3062,96063000
3063,96071100
3064,96071900
3065,96072000
3066,96081000
3067,96082000
3068,96083000
3069,96084000
3070,96085000
3071,96086000
3072,96089920
3073,96089990
3074,96091010
3075,96091090
3076,96092000
3077,96099000
3078,96100000
3079,96110000
3080,96121000
3081,96122000
3082,96131000
3083,96132000
3084,96138010
3085,96138020
3086,96138090
3087,96161000
