"id","second_description","id_desc_id"
"49","كبسولات بن محمص ومطحون تستخدم مع آلة صنع القهوة الخاصة لصنع مشروب القهوة. # كبسولات لتحضير مشروب ساخن يسمى لاتيه ماكياتو # كبسولات لتحضير مشروب ساخن يسمى الكابتشينو # قهوة مطحونة مكثفة. مزيج من حبوب البن المختلفة. قهوة مع تحميص طبيعي ، بنكهة قوية وقوام ، لمسات حارة وشوكولاتة حليب خفيفة.يتم تقديمه في أكياس ثلاثية (ألمنيوم - بولي إيثيلين) 200 جرام. مناسب للاستهلاك الآدمي # حبوب البن المحمصة من أصول مختلفة. قهوة مع الجسم ، نكهة مكثفة مع لمسات من البهارات وشوكولاتة الحليب الخفيفة. يأتي في أكياس ثلاثية (ألمنيوم - بولي إيثيلين) وزنها كيلو واحد. مناسب للاستهلاك الآدمي","09012100"
"490","مرشحات لتنقية الهواء الداخل ، للمحركات ذات الإحتراق الداخلي","84213110"
"491","رؤوس بلاستيكية لنفث السوائل بالضغط المتكرر","84249000"
"492","كراجات","84254100"
"493","أجهزة حاضنة للبكتيريا في المختبرات","84368000"
"5","غزلان وظباء   #   كلاب #  ثعالب ومنك وأمثالها من حيوانات الفراء # حيوانات حدائق  ومعارض الحيوان وحيوانات مستوردة لهيئات علمية لمختبرات التجارب والبحوث","01061900"
"50","شاي أخضر منكه ، في شكل مسحوق ، مع نكهات مضافة و / أو قطع من الفاكهة و / أو أجزاء من النباتات. المنتج متوفر بنكهات مختلفة ، معبأ للبيع بالتجزئة في علبة معدنية 75 جرام #  شاي أبيض ، غير مخمر ، على شكل أوراق مجففة ، معبأ ","09021000"
"500","الات نشر","84631000"
"501","الات لاعمال اللولبة ابالتجليخ","84632000"
"502","مثاقب ومخارط وملولبات#مفكات البراغي وأجهزة ربط وفك مسامير الصوملة#آلات شحذ وصقل وتلميع وجلي وتسوية الأسطح#مناشير وقاطعات#مطارق لازالة الصدأ ومطارق النقش ومطارق الثقب ومطارق تكسير الخرساناتومطارق البرشمة# آلات البرشمة ذات الفكين#آلات قص وقضم الصاج","84671900"
"503","آلات ختم الطوابع#آلات صرف تذاكر","84709000"
"504","آلات مسح","84612000"
"5041","بخور","33074100"
"51","الفلفل الأخضر # الفلفل الأبيض # الفلفل الوردي # فلفل أسود غير مطحون ","09041100"
"510","للمسدسات النارية","93051000"
"511","معدة للأغراض العسكرية","93070000"
"512","كراسي أطفال مصممة لتعلق على مساند الكراسي الاخرى#كراسي أطفال بعجلات#مقاعد من احجار أو من خليط الحرير الصخري او خزف","94018000"
"513","أقلام اردواز# أقلام الفحم# أقلام ملونة للرسم# طباشير للكتابة أو للرسم طباشير للخياطين","96099000"
"52","الفلفل الحلو ، من أنواع الفليفلة frutescens ، مجففة ،غير مهروسة ، تستخدم كنكهة في أطباق مختلفة # الفلفل الأحمر ( ذات طعم حارق). مجففة ، غير 
 فلفل الانشو ,مطحونة.","09042100"
"53","فلفل حلو مجفف (مجفف) و مطحون, خليط من الفلفل الأحمر الحار المهروس أو المنقوع والملح","09042200"
"530","حفاضات أطفال#حفاضات نسائية#حفاضات للمرضى والمقعدين","96190000"
"531","أوعية لحفظ الثلج والماكولات# شوك ومعالق وسكاكين  من لدائن","39241000"
"54","أعواد قرفة من فصيلة سيناموموم كاسيا مغلفة للبيع بالتجزئة  #  Cinnamomum aromaticum  قرفة صينية غير مطحونة","09061900"
"540","حوامل لفرش الأسنان ومناديل الورق والأكواب للتواليت#منافض سجائر من لدائن# علاقات ملابس","39249000"
"55","قرفة مطحونة على شكل مسحوق بني ناعم مخصص لتغذية الحيوانات ومعبأة. # قرفة ، في شكل مسحوق ، لون مغرة إلى بني ، مخصصة للاستخدام كتوابل ، معبأة ","09062000"
"550","الفحم المعدني","27011200"
"56","Syzygium aromaticum قرنفل مجفف ","09071000"
"57","الهيل الأخضر الكامل والمجفف من أنواع Elettaria Cardamomum ، المعروف باسم الهيل الأخضر أو ​​الهيل العطري # الهيل الأسود الكامل والمجفف من نوع Amomum subulatum ، المعروف باسم الهيل العظيم أو الهيل البني ","09083100"
"58"," مسحوق الكاري # شاي تشاي معبأ في أكياس شاي هرمية قابلة للتحلل. يتم تخمير الشاي. تتكون من الشاي الأسود 10٪ ، القرفة 50٪ ، الهيل 2٪ ، الزنجبيل 29٪.","09109100"
"59","حلبة # زعتر وأوراق غار ( رند) # كاري  # بذور الحلبة المجففة (تسمى ميثي في ​​الهند) # بذور حبة البركة الكاملة المجففة  (الكمون الاسود)","09109900"
"6","ببغاوات ( بما فيها الببغاوات العادية والبركيت و المكاو والكوكاتو)","01063200"
"60","قمح خراسان","10011900"
"600","""منافض سجائر من بورسلين "" صيني","69119000"
"61","الأرز المصقول للاستخدام في تخمير الساكي يُستخدم كعنصر تخمير - مخصص فقط للاستخدام في مصنع الجعة","10063000"
"62","علف واحد للقوارض- الدخن الأصفر - الدخن بروسو الأحمر ، بخلاف البذار. # بذور الدخن المعدة للبيع كحبوب للطبخ ، ومعبأة للبيع بالتجزئة","10082900"
"63","دقيق شعير # دقيق شوفان # دقيق حبوب السورغوم # دقيق حنطة سوداء # دقيق دخن # دقيق أرز # طحين كوراكان","11029000"
"64","عصيدة حبوب الأرز # سميد الأرز على شكل مسحوق أبيض إلى بيج","11031900"
"65","خليط من رقائق الحبوب ، بذور عباد الشمس ودقيق الشعير المملح ، مخصص للخبز لصنع الخبز الخاص # خليط من رقائق الشعير والكتان البني وعباد الشمس والسمسم وبذور الخشخاش ، المعدة للمخابز لصنع الخبز الخاص ، كزينة أو شوائب # رقائق أرز بسمتي معبأة 
#حنطة#من شيلم# من حنطة سوداء#من دخن#من حبوب السورغوم##منذرة#من حبوب أخر","11041900"
"66","خليط من البذور والرقائق ودقيق الطعام ، مخصص للمخابز لصنع خبز خاص للزينة أو التضمين ، معبأ للبيع بالتجزئة # حبوب الدخن ذات اللون الأصفر الفاتح إلى الأصفر ، يتم الحصول عليها من حبوب الدخن في عملية التقشير والتلميع. # حبوب الحنطة السوداء الكاملة ، خاضعة للتنظيف وعلاج إزالة القشور","11042900"
"67","رقائق البطاطس المجففة","11052000"
"68","مسحوق ناعم بلون الكريم إلى أصفر فاتح ، يتم الحصول عليه من طحن الفول العريض الغني بالنشا # حمص بطحينية","11061000"
"69","سميد الكسافا ، يسمى محليًا غاري أو غاري ،يتم الحصول عليه من درنات الكسافا","11062000"
"7"," حمام أليف # حمام بري# حجل، تدرج سماني # دجاج الأرض# شنقب # قطا# أرطلان# بط بري # طيور الزينة ","01063900"
"70","مسحوق مصنوع من قشر البرتقال المسحوق # مسحوق الفاكهة من شجرة Acerola (كرز باربادوس أو كرز غرب الهند) صالح للأكل أو يستخدم في تكوين مكمل غذائي ، برتقالي فاتح إلى أصفر اللون ، بطعم حامض ، معبأ. # مسحوق ألياف الحمضيات ، مخصص للصناعة الغذائية ومعبأ  # مسحوق التوت المجفف ""كامو كامو (Myrciaria dubia)بيج داكن اللون ، معد للاستخدام كمكمل غذائي ، معبأ. # قشر ثمر الورد المجفف في شكل مسحوق. المسحوق بني محمر اللون # مستخلص الأكاي العضوي المجفف بالتجميد ،(Euterpe oleacera)  على شكل مسحوق أرجواني فاتح إلى غامق ، لمستحضرات التجميل أو صناعة المكملات الغذائية # مسحوق الموكوا (أو الباوباب) (فاكهة الباوباب). يتم الحصول على المنتج من لب الفاكهة ، معبأ.#  مسحوق أكي عضوي ؛ مسحوق الفاكهة المجفف بالتجميد والمطحون #مسحوق التمر  ","11063000"
"700","محسوق الميلك شيك#حليب جوز الهند#نسكويك ملك شيك","04021090"
"701","مخفوق الحليب - حليب وقشدة بأشكال صلبة، تحتوي على نسبة دسم أكبر من 1,5% وزنا، محلاة","04022990"
"702","مزيج مشروب الكوكيز #مزيج الشوكولاته الساخن#شوكولاته فاخرة#نسكويك مسحوق شوكولاته وكاكاو#شراب شوكولاتة سريع التحضير","18061000"
"703","شراب الاناناس والبرتقال","20094110"
"704","عصير الليمون الطازج المجمد مع السكر","20093110"
"706","شراب الفاكهة طماطم","20095000"
"71","نشا الكسافا (نشا التابيوكا)","11081400"
"710","تمباك","24011000"
"72","نشاء الأرز # نشاء الأراروت # نشاء لب النخل الهندي (ساجو ) #   نشاء  كودزو مصنوع من جذر كودزو المسحوق والمفلتر والمجفف ، بدون مواد كيميائية أو مواد حافظة ","11081900"
"720","الثور","01023900"
"721","لحم العجل","02011000"
"722","الكبد","02071400"
"73","فول الصويا المجمد (جلايسين ماكس) مع الجلد # بذور فول الصويا","12019000"
"730","قطع الضلع#قطع تشاك#قطع الخاصرة#قطع لحم الصدر#تخفيضات الورك#قطع الجناح أو اللوحة","02013000"
"732","من الأرانب أو الأرانب البرية","02081000"
"74","بذور البطيخ (Citrullus lanatus)","12077000"
"740","من الحيتان والدلافين وخنازير البحر","02084000"
"741","من الزواحف (بما في ذلك الثعابين والسلاحف)","02085000"
"75","بذور القنب(cannabis sativa L) # البذور الزيتية كاميلينا # بذور اليقطين  # بذور الشيا (سالفيا هيسبانيكا إل )  # بذور الدخن","12079900"
"750","شبوط كوي#السمكة الذهبية","03011100"
"751","سمنة","04051000"
"76","دقيق بذور سمسم ","12089000"
"77"," بذور ريجراس ","12092500"
"78","بذور بنجر العلف للبذر # علف بذور البسبالوم # بذور اللفت الملفوفRutabaga للبذر. # بذور الكرنب العلف ، للبذر ترمس#غيره # تقاوي جزرة علفية للبذر من نوع ""Daucus Carota","12092900"
"79","بذر أنواع البابونج","12093000"
"8","الحشرات الحية غير الخاضعة لـ CDC (شهادة السعة) وغير محمية من قبل CITES (اتفاقية التجارة الدولية في الأنواع المهددة بالانقراض من الحيوانات والنباتات البرية) ، مثل السرعوف ، والخنافس ، و Orthoptera ، Diptera ، والحشرات اللاصقة ، Lepidoptera ، غير الخطرة و غير جراحي مخصص للتجميع كحيوانات أليفة جديدة أو للعرض للجمهور","01064900"
"80","بذور بنجر الحديقة ، للزراعة # بذور الثوم المعمر  # بذور خس الخروف (Valerianella locusta) للزراعة. # بذور الخضروات (السبانخ أو الباذنجان) للزراعة # بذور السلق السويسرية -Beta vulgaris var.  ٍ# بذور القرع الزجاجي (Lagenaria siceraria) # بذور الكوسة # بذور البامية (Abelmoschus esculentus) للزراعة. # بذور البصل (Allium cepa) للبذر. # بذور الكرنب الصيني (Brassica rapa subsp. Chinensis) للزراعة. # بذور الفجل (Raphanus sativus) للزراعة # بذور échalion (Allium cepa) للزرع. # بذور نباتية من نوع الجزر ""Daucus carota # بذور بذر البقدونس المسطح(Petroselinum crispum) # بذور لبذر الطماطم (Solanum Lycopersicum). # بذور بذر أنواع باتافيا (Lactuca sativa var. Capitata)  # بذور الكحلبي للبذر # بذور البصل الربيع ، للزرع.  # بذور الثوم المعمر للبذر # بذور الجرجير للبذر. # بذور الخس للبذر. # بذور حميض للزرع # بذور الطماطم للبذر. # بذور الكردون (Cynara cardunculus) للزراعة. # بذور الفلفل للبذر #  بذور الكرفس للبذر # بذور الكرنب الأحمر للبذر # بذور الملفوف الرأس للبذر # بذور الخيار للبذر # بذور اللفت للبذر  # بذور الجزر الأبيض للبذر # بذور الباذنجان للبذر. (Solanum melongena L  # بذور الهندباء للبذر (Cichorium intybus var.foliosum) # بذور السبانخ للبذر # بذور الفلفل الحار(الفليفلة frutescens) للبذر # بذور البقدونس للبذر (Petroselinum crispum). # بذور الكراث للبذر (Allium pampeloprasum). # بذور مخلل من النوع اللاتيني كوكوميس ساتيفوس (Cucumis sativus) للزراعة. # بذور الراوند ، من الأنواع اللاتينية Rheum ، للزراعة. # بذور الجرجير للبذر (Eruca vesicaria ssp. Sativa). # بذور القرنبيط للبذر (براسيكا oleracea var. italica). # بذور الشيرفيل (Anthriscus cerefolium) للزراعة.","12099100"
"800","#الثيران#الأبقار#العجول","01022900"
"804","أنثوريوم _الستريميريا_استير_أجراس أيرلندا_استدعاء الزنابق","06031900"
"81","بذور النعناع # بذور الريحان # بذور التين الشوكي # بذور عشب الأريكة (Cynodon Dactylon) للبذر. # بذور الفراولة  # بذور زعتر  #  بذور إكليل الجبل مخصصة للبذر # جذور الجينسنغ ، مقدمة على شكل مسحوق ، مخصصة للغذاء. # بذور البابايا ","12099900"
"810","كرنب","07049000"
"811","الكرفس","07069000"
"812","عين الجمل","08023100"
"82","النعناع البري  # Epilobium angustifolium (عشبة صفصاف)   #أعشاب الريحان العضوية #  الأوريجانو العضوي التركي # زهور الورد المجففة (Rosa L.) # زهور الياسمين المجففة (Jasminum sambac L.) # نبتة مويرا بواما (شجرة من نوع Ptychopetalum olacoides)  #  فلفل أخضر عضوي # الفروع المجففة ، الكاملة أو المطحونة ، من نباتات Artemisia annua أو Artemisia vulgaris (الشيح الصيني ,mugwort السنوي) # نبات عشبي من نوع Gongoli  # مسحوق أخضر غامق. يتم استخدامه لأغراض مبيدات الحشرات في الزراعة. أوراق شجرة النيم المجففة والمكسرة (Azadirachta Indica) # زهورات # حبة البركة ( حبة سوداء ) # خشخاش أسود # شظايا وقطع خشب العود وخشب الصندل وأخشاب بخور أخرى # كركديه # قنب هندي # أعواد السواك # أوراق التمبول الهندي # بان هندي تمبول محضر جاهز للمضغ غير محتوي على تبغ # نبات الفات","12119000"
"820","بومباي أو الصولجان البري، مطحون","09082200"
"83","بذور بطيخ ( أخضر وأصفر) # بذور يقطين وكوسة وقرع # نوى ولب ( قلب ) المشمش والبرقوق (دراق ) ","12129900"
"830","القمح الشتوي الأحمر الغربي ""الكندي"".","10019900"
"831","الأرز البري","10089000"
"832","القمح الربيعي الصلب, القمح الربيعي الصلب, القمح القاسي القمح الشتوي الأبيض","11010000"
"833","نشأ الذرة","11031300"
"834","دقيق الجاودارو مخاليط","11029000"
"835","نشأ الذرة","11031300"
"84","المتممات العلفية","12141000"
"840","ألوان الأرض","25309000"
"85","ترمس # كرسنة ( بيقيه ) وجلبان ","12149000"
"850","بصيلة الزنبق#بصيلة النرجس# بصيلة الياقوتية  زهرة","06011000"
"86","صمغ كثيراء # مستكل # جاوي # حلتيت # مر # لبان ذكر # لبان بخور # لبان لامى # راتينج القنب  # راتنج Copaifera Officinalis # شيلاك ، مغلف للبيع في أكياس 25 كجم","13019000"
"87","خلاصة الجينسينغ # طحينة (عصارة السمسم ) # الصبر # خلاصات المر # المن # مستخلص فانيليا نقي ، سائل ، معبأ للبيع بالتجزئة # مستخلص الفطر من مسحوق فطر Grifola frondosa  #  Pleurotus ostreatus (فطر المحار) - مستخلص الفطر من مسحوق فطر #  Polyporus umbellatus (السنجاب) - مستخلص الفطر من مسحوق # مستخلص الفطر من مسحوق ريشي بدون أي إضافات أخرى # مستخلص الفطر من مسحوق  Lentinula edodes( shiitake)# Agaricus blazei murill (فطر اللوز) - مستخلص الفطر من مسحوق فطر #  Auricularia judae (Judasohr) - مستخلص الفطر من مسحوق # مستخلص نباتي (مستخلص نبات الروزير) الذي يستخدم بشكل أساسي لإنتاج المشروبات والمكملات الغذائية الأخرى في صناعة المواد الغذائية.  # مستخلص نباتي (مستخلص نبات الروزير) الذي يستخدم بشكل أساسي لإنتاج المشروبات والمكملات الغذائية الأخرى في صناعة المواد الغذائية.  # مستخلص الفطر من شاجا (لائحة شيلربورلينج) بدون إضافات أخرى #  قطرات الزنجبيل # مستخلص إشنسا بوربوريا الجاف # مستخلص الجوز الأخضر يستخدم كنكهة في صناعة الأغذية # مسحوق عصير نبات القنفذية الطازج المضغوط بمحتوى حمض السيشوريك بنسبة 3.4٪ على الأقل # مستخلص من أوراق القنب # مستخلص زيت الزيتون في محلول بولي إيثيلين جلايكول (PEG400) # مستخلص بذور الجريب فروت مع 2٪ نارينجين ، مالتوديكسترين. # مستخلص بذور كستناء الحصان # مستخلص أوراق الكاري العضوي مع ما لا يقل عن 3.6٪ حديد ، 100٪ نقي ، بدون إضافات أو مواد مساعدة  # مستخلص جذر استراغالوس #مسحوق عصير عشب الشعير # عصارة البتولا ، منتج طبيعي على شكل سائل صافٍ ، عديم اللون إلى سائل أبيض قليلًا جدًا # Hericium erinaceus (Hedgehog's Mane) - مستخلص الفطر من مسحوق فطر  # مستخلص فطر كورديسيبس سينينسيس (فطر كاتربيلر)  # Coprinus comatus (Schopftintling) - مستخلص الفطر من مسحوق # Coriolus versicolor (butterfly tramet) - مستخلص الفطر من مسحوق فطر ","13021900"
"88"," الكاراجينان","13023900"
"89","أغصان الصفصاف طبيعية  #  قش بذور اللفت #  كابوك (ألياف نباتية برية) #  ألياف جوز الهند # أوراق شجر الموز","14019000"
"9","الديدان الخيطية Caenorhabditis elegans # لحيوانات الحية الأخرى ، مثل العناكب (العناكب الحقيقية) ، لا تخضع لشهادة CDC (شهادة القدرة) ولا تخضع لـ CITES (اتفاقية التجارة الدولية في الأنواع المهددة بالانقراض من الحيوانات والنباتات البرية) ، غير خطرة وغير غازية ، مقصودة ليتم جمعها كحيوانات أليفة جديدة","01069000"
"90","حناء # Carthamus tinctorius - القرطم ،الزعفران الزائف # Caesalpina tinctoria أو Caesalpina spinosaمسحوق من نبات  ","14049000"
"91","زيت السلمون ، مثبت بخلاصة إكليل الجبل والتوكوفيرول. يتم استخدامه كمكمل غذائي للكلاب ، من أجل تحسين حالة الجلد والغطاء والمفاصل","15041000"
"92","زيت التونة الخام في صورة سائلة مأخوذ من رؤوس التونة ؛ غير معدل كيميائيا ، غير مكرر","15042000"
"93","زيت حيواني تم الحصول عليه من يرقة  Tenebrio Molitor  # زيت لزج أحمر محدد مستخرج من كريل أنتاركتيكا (إبهاوسيا سوبربا). هذا الزيت غني بأحماض أوميغا 3 الفوسفورية البحرية","15060000"
"94","زيت نخيل مكرر في صورة سائلة معد لإدخاله في علف الحيوانات.","15119090"
"95","زيت جوز الهند المزيل الرائحة والمبيض والمكرر ، المخصص لصناعة مستحضرات التجميل ","15131900"
"96","زيت ساشا إنشي (زيت الإنكا إنكي). تم الحصول عليها بالضغط على بذور جوز الإنكا (Plukenetia Volubilis L.). الطبيعة: أصفر فاتح إلى زيت مخضر. # زيت بذور البطيخ كالاهاري # زيت كروتون المنتج في درجة حرارة الغرفة يقدم على شكل سائل ، بتناسق زيتي ، لون أصفر برتقالي #  زبدة المورومورو (زبدة بذور المورمورو أستروكاريوم) # زيت الجوز الأمازوني ، البكر الممتاز ، من الضغط البارد الأول بوسائل ميكانيكية ، مخصص للاستهلاك البشري # زيت القنب المعصور على البارد (Cannabis sativa L )  # زيت من جوز الأرز (الصنوبر) ، خام ، غير مكرر ، ومعبأ للبيع بالتجزئة ","15159000"
"97","مرغرين سائل","15179000"
"98","بياض الحوت وغيره من الثدييات البحرية (سبيرماستي) خاما أو معصوراً أو مكرراً  أو ملوناً # شمع نحل وكذلك الملون منه # شموع حشرات آخر و كذلك الملون منه","15219000"
"99","محضرة لحم الخنزير من نوع كبدة باتيه ، مهيأة في علب للبيع بالتجزئة # محضرات طعام من نوع تيرين تعتمد على كبد الدجاج وتعبئتها للبيع بالتجزئة  # تحضير الطعام من لحم الدجاج ومخلفاته ، من نوع كبدة باتيه ، معبأ للبيع بالتجزئة # مكمل غذائي على شكل مسحوق لحم (كبد) في كبسولات","16022000"
