"id","note_a","note_b","additional_note","id_fee_id","name_a","name_addition","name_b","additional_note_en","name_a_en","name_addition_en","name_b_en","note_a_en","note_b_en"
"188",,,"يطبق الرسم المخفض ضمن الشروط والتحفظات التي تحددها إدارة الجمارك -2- إن السيارات المستوردة التي تستفيد من الرسم المخفض تخضع لدى التنازل عنها للغير إلى الرسم العادي ضمن الشروط والتحفظات  التي تحددها إدارة الجمارك (مذكرة الإدارة رقم 2150/ د/ 79 تاريخ: 1979/1/25).","87024010",,,"ملاحظة إضافية 2",NULL,NULL,NULL,NULL,NULL,NULL
"189",,,"""قصد بكراسي أطباّء الأسنان """" dentists' chairs """"بما فيها (الكراسي -الأسرة للتخدير """"chair-beds)"""": الكراسي التي يجلس عليها المرضى وقد وصفتها في الفقرة 12 من شرح البند 94.02 التي إستبعدت ما كان منها مندمجاً بمعدات طب الأسنان التي تدخل في البند 9018 بأنها تكون غالباً مزودة بآلية تلسكوبية تسمح برفع الكرسي أو إمالته وأحياناً بدوارانه حول عامود مركزي وإن وردت مزودة بجهاز إنارة أما المقاعد الخاصة بالأطباء              """"special seats for doctors and sergeons""""  فقد ورد وصفها في الفقرة /5/ من شرح البند. ووردت ترجمة كلمة """"chairs"""" في معجم المورد """" كراسي"""" مما أدى إلى الاستعاضة عن كلمة """" مقاعد"""" الواردة في جدول التعريفة الجمركية الصادر عن الجامعة العربية بكلمة كراسي تمييزا لها عن مقاعد الأطباء المترجمة عن كلمة """" seats""""  المذكور أعلاه.""","94021000",,,"ملاحظة إضافية 1",NULL,NULL,NULL,NULL,NULL,NULL
"19",,,"يسستوفى رسم انفاق استهلاكي على مشتملات البنود 1805 – 1806 بمعدل 3 %من القيمة المتخذة أساساً لتحديد الرسوم الجمركية مضافاً إليها الرسوم الجمركية وغيرها من الرسوم (المرسوم التشريعي رقم  11 :تاريخ 28-1-2015","18050000",,,"ملاحظة إضافية 1",NULL,NULL,NULL,NULL,NULL,NULL
"190",,,"إن ورق اللعب المستورد يخضع للختم ضمن الشروط المحددة في النظام الجمركي","95044000",,,"ملاحظة إضافية 1",NULL,NULL,NULL,NULL,NULL,NULL
"191",,,"يطبق الرسم المخفض ضمن الشروط والتحفظات التي تحددها إدارة الجمارك","96020010",,,"ملاحظة إضافية 1",NULL,NULL,NULL,NULL,NULL,NULL
"2",,,"يطبق الرسم المخفض ضمن الشروط والتحفظات التي تحددها إدارة الجمارك","07133110",,,"ملاحظة إضافية 1",NULL,NULL,NULL,NULL,NULL,NULL
"20",,,"يستوفى رسم انفاق استهلاكي عن مشتملات البند الرئيسي 2009 بمعدل 5 %من القيمة المتخذة أساس لحساب الرسوم الجمركية مضافا إليها الرسوم الجمركية وغيرها من الرسوم (بموجب المرسوم التشريعي رقم 11 لعام 2015).","20060000",,,"ملاحظة إضافية 1",NULL,NULL,NULL,NULL,NULL,NULL
"21",,,"يطبق الرسم المخفض ضمن الشروط والتحفظات التي تحددها إدارة الجمارك","20060000",,,"ملاحظة إضافية 2",NULL,NULL,NULL,NULL,NULL,NULL
"22",,,"""وردت عبارة """"بطريقة التقطير"""" في نص البند 2006 في جدول التعريفة الجمركية وفق النظام المتناسق ووفق التعديلات 1996 الصادر عن إدارة المال والتجارة والاستثمار الإدارة العامة للشؤون الاقتصادية الأمانة العامة لجامعة الدول العربية ترجمة لكلمة """"drained """"الواردة في نص نفس البند باللغة الأنكليزية أو """"egoutte """"في النص الفرنسي بينما وردت ترجمة هاتين الكلمتين في المعاجم """"مصفاة"""" كما وردت ترجمتها في شرح البند المذكور """"يصفى"""" وذلك في سياق عبارة (وبعد ان تتشبع الفواكه يصفى السائل الزائد) أما كلمة تقطير فهي ترجمة  لكلمة """"distillation """"وهي تعني عملية التبخير الجزئي للمخاليط السائلة ثم تكثيف الأبخرة المتكونة منها لفصلها عن بعضها، كتقطير النفط أو تقطير الخمر للحصول على الكحول.""","20060000",,,"ملاحظة إضافية 3",NULL,NULL,NULL,NULL,NULL,NULL
"23",,,"يطبق الرسم المخفض ضمن الشروط والتحفظات التي تحددها إدارة الجمارك","20087000",,,"ملاحظة إضافية 2",NULL,NULL,NULL,NULL,NULL,NULL
"24",,,"يطبق الرسم المخفض ضمن الشروط والتحفظات التي تحددها إدارة الجمارك","20091910",,,"ملاحظة إضافية 2",NULL,NULL,NULL,NULL,NULL,NULL
"25",,,"يطبق الرسم المخفض ضمن الشروط والتحفظات التي تحددها إدارة الجمارك","20092110",,,"ملاحظة إضافية 2",NULL,NULL,NULL,NULL,NULL,NULL
"26",,,"يطبق الرسم المخفض ضمن الشروط والتحفظات التي تحددها إدارة الجمارك","20093110",,,"ملاحظة إضافية 2",NULL,NULL,NULL,NULL,NULL,NULL
"27",,,"يطبق الرسم المخفض ضمن الشروط والتحفظات التي تحددها إدارة الجمارك","20093910",,,"ملاحظة إضافية 2",NULL,NULL,NULL,NULL,NULL,NULL
"28",,,"يطبق الرسم المخفض ضمن الشروط والتحفظات التي تحددها إدارة الجمارك","20094110",,,"ملاحظة إضافية 2",NULL,NULL,NULL,NULL,NULL,NULL
"29",,,"يطبق الرسم المخفض ضمن الشروط والتحفظات التي تحددها إدارة الجمارك","20094910",,,"ملاحظة إضافية 2",NULL,NULL,NULL,NULL,NULL,NULL
"3",,,"يطبق الرسم المخفض ضمن الشروط والتحفظات التي تحددها إدارة الجمارك","07133210",,,"ملاحظة إضافية 1",NULL,NULL,NULL,NULL,NULL,NULL
"30",,,"يطبق الرسم المخفض ضمن الشروط والتحفظات التي تحددها إدارة الجمارك","20096110",,,"ملاحظة إضافية 2",NULL,NULL,NULL,NULL,NULL,NULL
"31",,,"يطبق الرسم المخفض ضمن الشروط والتحفظات التي تحددها إدارة الجمارك","20097910",,,"ملاحظة إضافية 2",NULL,NULL,NULL,NULL,NULL,NULL
"32",,,"يستوفى رسم الانفاق الاسهلاكي عن المشروبات الغازية من مشتملات البندين 2201 و 2202 بمعدل 5 %من القيمة المتخذة أساسا لحساب  الرسوم الجمركية مضافا إليها الرسوم الجمركية و غيرها من الرسوم بموجب المرسوم التشريعي رقم 11 لعام 2015.","22019000",,,"ملاحظة إضافية 3",NULL,NULL,NULL,NULL,NULL,NULL
"33",,,"يستوفى رسم انفاق استهلاكي عن مشتملات البنود الرئيسية من 22,03 إلى 22,08 بمعدل 20 % من القيمة المتخذة اساساً لحساب الرسوم الجمركية مضافا إليها الرسوم الجمركية و غيرها من الرسوم (بموجب المرسوم التشريعي رقم 11 لعام2015).","22030000",,,"ملاحظة إضافية 1",NULL,NULL,NULL,NULL,NULL,NULL
"34",,,"يستوفى رسم انفاق استهلاكي عن مشتملات البنود الرئيسية من 22,03 إلى 22,08 بمعدل 20 % من القيمة المتخذة اساساً لحساب الرسوم الجمركية مضافا إليها الرسوم الجمركية و غيرها من الرسوم (بموجب المرسوم التشريعي رقم 11 لعام2015).","22060000",,,"ملاحظة إضافية 1",NULL,NULL,NULL,NULL,NULL,NULL
"35",,,"يستوفى رسم انفاق استهلاكي عن مشتملات البنود الرئيسية من 22,03 إلى 22,08 بمعدل 20 % من القيمة المتخذة اساساً لحساب الرسوم الجمركية مضافا إليها الرسوم الجمركية و غيرها من الرسوم (بموجب المرسوم التشريعي رقم 11 لعام2015).","22082000",,,"ملاحظة إضافية 1",NULL,NULL,NULL,NULL,NULL,NULL
"36",,,"يستوفى رسم انفاق استهلاكي عن مشتملات البنود الرئيسية من 22,03 إلى 22,08 بمعدل 20 % من القيمة المتخذة اساساً لحساب الرسوم الجمركية مضافا إليها الرسوم الجمركية و غيرها من الرسوم (بموجب المرسوم التشريعي رقم 11 لعام2015).","22083000",,,"ملاحظة إضافية 1",NULL,NULL,NULL,NULL,NULL,NULL
"37",,,"يستوفى رسم انفاق استهلاكي عن مشتملات البنود الرئيسية من 22,03 إلى 22,08 بمعدل 20 % من القيمة المتخذة اساساً لحساب الرسوم الجمركية مضافا إليها الرسوم الجمركية و غيرها من الرسوم (بموجب المرسوم التشريعي رقم 11 لعام2015).","22084000",,,"ملاحظة إضافية 1",NULL,NULL,NULL,NULL,NULL,NULL
"38",,,"يستوفى رسم انفاق استهلاكي عن مشتملات البنود الرئيسية من 22,03 إلى 22,08 بمعدل 20 % من القيمة المتخذة اساساً لحساب الرسوم الجمركية مضافا إليها الرسوم الجمركية و غيرها من الرسوم (بموجب المرسوم التشريعي رقم 11 لعام2015).","22085000",,,"ملاحظة إضافية 1",NULL,NULL,NULL,NULL,NULL,NULL
"39",,,"يستوفى رسم انفاق استهلاكي عن مشتملات البنود الرئيسية من 22,03 إلى 22,08 بمعدل 20 % من القيمة المتخذة اساساً لحساب الرسوم الجمركية مضافا إليها الرسوم الجمركية و غيرها من الرسوم (بموجب المرسوم التشريعي رقم 11 لعام2015).","22086000",,,"ملاحظة إضافية 1",NULL,NULL,NULL,NULL,NULL,NULL
"4",,,"يطبق الرسم المخفض ضمن الشروط والتحفظات التي تحددها إدارة الجمارك","07133310",,,"ملاحظة إضافية 1",NULL,NULL,NULL,NULL,NULL,NULL
"40",,,"يستوفى رسم انفاق استهلاكي عن مشتملات البنود الرئيسية من 22,03 إلى 22,08 بمعدل 20 % من القيمة المتخذة اساساً لحساب الرسوم الجمركية مضافا إليها الرسوم الجمركية و غيرها من الرسوم (بموجب المرسوم التشريعي رقم 11 لعام2015).","22087000",,,"ملاحظة إضافية 1",NULL,NULL,NULL,NULL,NULL,NULL
"41","لا يشمل هذا الفصل: أ- زهر الكبريت )الكبريت المصعّد( والكبريت المرسّب أوالكبريت الغروي )البند 02.28) -ب- الأتربة الملونة التي تحوي على 70 %وزنا أو أكثر من الحديد المتحد مقدراً كأوكسيد الحديديك Fe2O3( البند 2821) -ج- األدوية أو المنتجات األخرى الداخلة في الفصل 30 -د-  محضرات العطور أو التطرية أو التجميل (الفصل 33) -ه- مزيج دولوميت للحشو (البند 16.38) -و- ترابيع وأحجار تبليط ورصف الطرق )البند 01.68 )مكعبات الفسيفساء ومايماثلها (البند 02.68)؛ ألواح األردواز للسقوف والواجهات (البند 03.68) -ز- الأحجار الكريمة وشبه الكريمة (البند 02.71 )أو (البند 03.71) -ح- البلورات المزروعة (عدا العناصر البصرية) التي لايقل وزن الواحدة منها عن 2.5 غم، من كلوريد الصوديوم أو أوكسيد المغنيزيوم، الداخلة في البند 3824؛ والعناصر البصرية من كلوريد الصوديوم أو أوكسيد المغنيزيوم (البند 9010) -ط- طباشير البلياردو(البند9504) -ي- طباشير الكتابة أو الرسم أو طباشير الخياطين (البند 9609)",,"يطبق الرسم المخفض ضمن الشروط والتحفظات التي تحددها إدارة الجمارك","25090000","ملاحظة 2",,"ملاحظة إضافية 1",NULL,NULL,NULL,NULL,NULL,NULL
"42",,,"""ورد رمز حمض البوريك في نص البند 2528"""" HBO """"وتبين لدى الإطلاع على الأصل المترجم أنها """"H3BO3 """"""","25280000",,,"ملاحظة إضافية 3",NULL,NULL,NULL,NULL,NULL,NULL
"43",,,"""وردت كلمة (كوك) """"coke """"في نص البند 27,04 وترجمتها """"مجمَّر"""" ويقصد بها البقايا الصلبة الناتجة عن التقطير (أو الكربنة """"carbonisaton """"أو الحصول على الغاز""""gasification )""""من الفحم الحجري أو اللجنيت أو الخنور ويمكن الحصول عليها في أفران الكوك من أصناف مختلفة من الفحم القاري.""","27040000",,,"ملاحظة إضافية 8",NULL,NULL,NULL,NULL,NULL,NULL
"44","تدخل هذه المادة في البند 3304 عندما ترد مهيأة للبيع بالتجزئة",,"يطبق الرسم المخفض ضمن الشروط والتحفظات التي تحددها إدارة الجمارك","27121000","ملاحظة  أ",,"ملاحظة إضافية 2",NULL,NULL,NULL,NULL,NULL,NULL
"45",,,"""تكررت كلمة """"قطران"""" في كافة العبارات الواردة في نص البند27,15 في""""جدول التعريفة الجمركية وفق النظام المنسّق وفق التعديلات 1996 """"الصادر عن """"إدارة المال والتجارة والإستثمار الإدارة العامة للشؤون الإقتصادية الأمانة العامة لجامعة الدول العربية"""" وبذلك يكون الجدول المذكور قد ترجم كلمتي """"tar , bitumen """"الواردتين في النص الإنكليزي لهذا البند وكلمتي"""" goudron, bitume """" في النص الفرنسي بكلمة """"قطران"""" في حين أن الأولى تعني القار والثانية تعني القطران طبقا لما هو وارد في نص البند المقابل له رقم 16 . 27 س  من جدول تعريفة الرسوم الجمركية الصادر بدمشق عام 1989 علماً بأن النص المترجم والمنقول حرفيا عن جدول مجلس التعاون الجمركي السابق إلى النظام المنسق الحالي لم يطرأ عليه أي تعديل منذ عام 1968""","27150000",,,"ملاحظة إضافية 6",NULL,NULL,NULL,NULL,NULL,NULL
"46",,,"يحدد معدل رسم البند رقم16, 27 لاحقاً وفقا للمادة 12 من قانون الجمارك الصادر بالقانون رقم 9 تاريخ للمادة 12 من قانون الجمارك الصادر بالقانون رقم 9 تاريخ 75/7/16 بإعتبار أنه بند جديد بإعتبار أنه بند جديد لا وجود له في التعريفة السابقة.","27160000",,,"ملاحظة إضافية 7",NULL,NULL,NULL,NULL,NULL,NULL
"47",,,""" يشير الرمز """"INN """"إلى أن التسمية معترف بها باعتبارها (""""  International non- proprietary name"""" تسمية دولية غير مملوكة) للمواد الكيمياوية المنشورة من قبل منظمة الصحة العالمية.""","29242400",,,"ملاحظة إضافية 4 ",NULL,NULL,NULL,NULL,NULL,NULL
"48",,,"يشمل البند الفرعي 29395100 أيضا الهيدروكلورايدالفينيليتين (fenethylline hydrochloride  )المعروف تجارياً بالكبتاغون.","29291000",,,"ملاحظة إضافية 2",NULL,NULL,NULL,NULL,NULL,NULL
"49",,,""" يشير الرمز """"INN """"إلى أن التسمية معترف بها باعتبارها (""""  International non- proprietary name"""" تسمية دولية غير مملوكة) للمواد الكيمياوية المنشورة من قبل منظمة الصحة العالمية.""","29333300",,,"ملاحظة إضافية 4 ",NULL,NULL,NULL,NULL,NULL,NULL
"5",,,"يطبق الرسم المخفض ضمن الشروط والتحفظات التي تحددها إدارة الجمارك","07133910",,,"ملاحظة إضافية 1",NULL,NULL,NULL,NULL,NULL,NULL
"50",,,""" يشير الرمز """"INN """"إلى أن التسمية معترف بها باعتبارها (""""  International non- proprietary name"""" تسمية دولية غير مملوكة) للمواد الكيمياوية المنشورة من قبل منظمة الصحة العالمية.""","29334100",,,"ملاحظة إضافية 4 ",NULL,NULL,NULL,NULL,NULL,NULL
"51",,,""" يشير الرمز """"INN """"إلى أن التسمية معترف بها باعتبارها (""""  International non- proprietary name"""" تسمية دولية غير مملوكة) للمواد الكيمياوية المنشورة من قبل منظمة الصحة العالمية.""","29335300",,,"ملاحظة إضافية 4 ",NULL,NULL,NULL,NULL,NULL,NULL
"52",,,""" يشير الرمز """"INN """"إلى أن التسمية معترف بها باعتبارها (""""  International non- proprietary name"""" تسمية دولية غير مملوكة) للمواد الكيمياوية المنشورة من قبل منظمة الصحة العالمية.""","29335500",,,"ملاحظة إضافية 4 ",NULL,NULL,NULL,NULL,NULL,NULL
"53",,,""" يشير الرمز """"INN """"إلى أن التسمية معترف بها باعتبارها (""""  International non- proprietary name"""" تسمية دولية غير مملوكة) للمواد الكيمياوية المنشورة من قبل منظمة الصحة العالمية.""","29337200",,,"ملاحظة إضافية 4 ",NULL,NULL,NULL,NULL,NULL,NULL
"54",,,""" يشير الرمز """"INN """"إلى أن التسمية معترف بها باعتبارها (""""  International non- proprietary name"""" تسمية دولية غير مملوكة) للمواد الكيمياوية المنشورة من قبل منظمة الصحة العالمية.""","29339100",,,"ملاحظة إضافية 4 ",NULL,NULL,NULL,NULL,NULL,NULL
"55",,,""" يشير الرمز """"INN """"إلى أن التسمية معترف بها باعتبارها (""""  International non- proprietary name"""" تسمية دولية غير مملوكة) للمواد الكيمياوية المنشورة من قبل منظمة الصحة العالمية.""","29349100",,,"ملاحظة إضافية 4 ",NULL,NULL,NULL,NULL,NULL,NULL
"56",,,""" يشير الرمز """"INN """"إلى أن التسمية معترف بها باعتبارها (""""  International non- proprietary name"""" تسمية دولية غير مملوكة) للمواد الكيمياوية المنشورة من قبل منظمة الصحة العالمية.""","29391100",,,"ملاحظة إضافية 4 ",NULL,NULL,NULL,NULL,NULL,NULL
"57",,,""" يشير الرمز """"INN """"إلى أن التسمية معترف بها باعتبارها (""""  International non- proprietary name"""" تسمية دولية غير مملوكة) للمواد الكيمياوية المنشورة من قبل منظمة الصحة العالمية.""","29395100",,,"ملاحظة إضافية 4 ",NULL,NULL,NULL,NULL,NULL,NULL
"58",,,"""وردت عبارة """"ألوان مرسبة (لك)"""" في نص البند32,05 في""""جدول التعريفة الجمركية المعد وفقا للنظام المتناسق وتعديالته لعام 1996 من قبل الأمانة العامة الإدارة العامة للشؤون الاقتصادية إدارة المال والتجارة والاستثمار لدى جامعة الدول العربية """"بينما وردت عبارة """" colour lakes """"في نص الإنكليزي لنفس البند وعبارة """"Laques colorantes  """"في النص الفرنسي وترجمتها """"ألوان الك"""" ووصفها شرح البند 32,05 بأنها محضّرات غير قابلة للذوبان في الماء، يتحصل عليها بتثبيت """"fixation """" مواد تلوين طبيعية (حيوانية أو نباتية)أو مواد تلوين عضوية تركيبية (سواء كانت قابلة للذوبان في الماء أم لا)  على حامل غالبا ما يكون معدنياً( فلزياً mineral)"""" (كبريتات الباريوم،كبريتات  الكالسيوم، أوكسيد الألمينيوم، غضار الصين، طلق""""talc ،""""السيليس""""silica،""""تراب المستحاثات السيليسية، كربونات الكلسيوم،الخ(.ونتيجة لما تقدم يمكن وصف الألوان الآنفة الذكر بأنها """"ألوان مثبته على حامل فلزي""""""","32050000",,,"ملاحظة إضافية 2",NULL,NULL,NULL,NULL,NULL,NULL
"59",,,"""وردت عبارة """"بما في ذلك ألوان المينا واللك"""" في نص البند32,08 في """" جدول التعريفة الجمركية المعد وفقا للنظام المتناسق وتعديلاته لعام 1996 من قبل الأمانة العامة الإدارة العامة للشؤون الاقتصادية إدارة المال والتجارة والاستثمار لدى جامعة الدول العربية"""" مقابل عبارة النص الإنكليزي لهذا البند"""" including enamels and lacquers   """"وترجمتها """"بما في ذلك دهانات-المينا واللكر"""" و لا يوجد ما يقابل هذه العبارة في النص الفرنسي لهذا البند وورد في شرح البند الآنف الذكر عبارة( Varnishes (including lacquers"""" عنوانا  للفقرة """"B """"بمعنى أن اللكر هو نوع من أنواع الورنيش يقابلها بالفرنسية كلمة ورنيش""""VERNIS """"فقط ويعرَّف الورنيش بأنه: محضر خالي من البيجمانات يتكّون من مواد رابطة ومذيب مع احتمال وجود ممّددات وإضافات وقد يكون ملّونا ولكن يجب أن تكون المادة الملونة من النوع القابل للذوبان في الوسط الموجودة فيه(في الورنيش) ويكون الورنيش شفافا او نصف  شفاف بينما تتكّون الدهانات من تبّددات مواد تلوين غير قابلة للذوبان (بيجمانات بصورة رئيسة أو ألوان مرسبة """"لك"""") أو بشرة أو مسحوق معدني في وسط حامل يتكّون من مواد رابطة مبددة أو محلولة في مذيب وتكون الدهانات غير شفّافة وعندما يتكّون الوسط الحامل من الورنيش يطلق على الدهانات تسمية دهانات المينا   """"  peinture -email """"بالفرنسية أو """"enamels """"بالإنكليزية وبالتالي فإن المقصود بالعبارة المذكورة أعلاه هو""""دهانات الميناء"""" وليس مجرد """"ألوان المينا"""" ونوع من أنواع الورنيش وهو (اللكر""""lacquers )""""وليس صمغ اللك """"كمليكة"""" (13,01 )أو الألوان المرسبة """"اللك""""( 32,05)أو ورنيش اللك( 32,10).""","32100000",,,"ملاحظة إضافية 3",NULL,NULL,NULL,NULL,NULL,NULL
"6",,,"يطبق الرسم المخفض ضمن الشروط والتحفظات التي تحددها إدارة الجمارك","07135010",,,"ملاحظة إضافية 1",NULL,NULL,NULL,NULL,NULL,NULL
"60",,,"يستوفى رسم انفاق استهلاكي عن مشتملات البنود الرئيسية 33,03 و33,04 و33,05 و33,07 بمعدل 10 % من القيمة المتخذة اساساً لحساب الرسوم الجمركية مضافا إليها الرسوم الجمركية و غيرها من الرسوم (بموجب المرسوم التشريعي رقم 11 لعام015 2)","33030000",,,"ملاحظة إضافية 2",NULL,NULL,NULL,NULL,NULL,NULL
"61",,,"يشمل البند الفرعي 34031900 المحضرات المضادة  للصدأ  علما بأن العنصر الأساسي في هذا المحضر هو اللانولين و ليس الوايت سبريت الذي ليس له سوى صفة المذيب الذي يتبخر بعد الاستعمال وبالتالي وإن توفرت فيه النسبة المطلوبة نص البند27,10 فإنه لا يشكل  العنصر الأساسي في هذا المحضر وهو الشرط الآخر المطلوب لتطبيق البند 27,10، ويبقى مشمولا بالبند 34,03  و يدخل في البند لهذا  الفصل الفرعي 34031900","34031900",,,"ملاحظة إضافية 3",NULL,NULL,NULL,NULL,NULL,NULL
"62",,,"""وردت كلمة """" منشطة """" في نص البند38,18 ترجمة لكلمة """"Doped """"الواردة في نص نفس ا لبند باللغة الإنكليزيةأو""""Dopes """"بالفرنسية  وهذا هو المعنى العام لهذا الفعل ( الحقن بالمنشطات) إلا أن معناه تحديدا في مجال الإلكترونيات وفقا لمعجم لاروس هو: اضافة كميات ضئيلة جدا من الشوائب الى بلورات  أحادية لتحويلها جدا إلى أنصاف نواقل""""أشباه موصلات """" وتعرف هذه العملية في جامعة دمشق """"كلية الهندسة الميكانيكية والكهربائية"""" بعملية """"الاشابة"""" وتكون الاضافة عموما وفقا لشرح البند المذكور بمعدل جزء بالمليون و لا تؤثر هذه الإضافة على وصفها   بأنها محددة الصفات كيماويا  نظراً  لضآلتهابينما تؤدي اضافة الشوائب عن عمد في الحالات الأخرى لجعل العناصر غير محددة  الصفات كيمياوياً  لذلك يطلق على هذه  العناصر التي خضعت للعملية المذكورة في كلية العلوم في جامعة دمشق """" قسم الكيمياء"""" وصف الموسومة (المضاف إليها آثار من عناصر أخرى)، ولا تدخل هذه العناصر في البند 38,18 إلا إذا وردت بالأشكال المذكورة في نص البند المذكور""","38180000",,,"ملاحظة إضافية 2",NULL,NULL,NULL,NULL,NULL,NULL
"63",,,"ورد ذكر الرخام الاصطناعي في البند الفرعي 392051 في مجموعة آراء التصنيف الصادرة عن منظمة الجمارك العالمية وورد وصفه على النحو التالي: الرخام االصطناعي: صفائح مستطيلة، سماكتها 1.27 سم أو 1.91 سم وذات عرض 63.5 سم أو 76.2 سم وبطول 307.3 سم أو 368.3 سم، وهي تتألف بشكل رئيسي من بولي متيل ميتا كريلات (33 % وزناً) وهيدروكسيد الألمنيوم (66 % وزناً).","39205100",,,"ملاحظة إضافية 7",NULL,NULL,NULL,NULL,NULL,NULL
"64",,,"الأشكال الأولية للقوارير: ورد ذكرها في الشروح التفسيرية للنظام المنسق بوصفها منتجات متوسطة ” intermediate products ”إنبوبية الشكل مسدودة من جهة ومفتوحة من جهة أخرى وملولبة الأعناق ليتم إغالقها بسدادات ملولبة (محلزنة) الفوهة، صمم القسم غير الملولب (غير المحلزن) منها ليتمدد لاحقا ويأخذ شكل وحجم قارورة بلاستيكية واعتبرت هذه الحالة كمثال على تطبيق القاعدة التفسيرية العامة للنظام المتناسق رقم 2 (أ) القاضي بمعاملة الأصناف غير الكاملة أو غير تامة الصنع معاملة الأصناف الكاملة أو تامة الصنع عندما تتوفر فيها الصفات الأساسية للصنف الكامل. و بالتالي يجب أن تعامل هذه الأشكال الأولية للقوارير كأصناف تامة الصنع شأنها شأن القوارير المذكورة في البند الفرعي 392330","39233090",,,"ملاحظة إضافية 8",NULL,NULL,NULL,NULL,NULL,NULL
"65",,,"يطبق الرسم المخفض ضمن الشروط والتحفظات التي تحددها إدارة الجمارك.","40117000",,,"ملاحظة إضافية 1",NULL,NULL,NULL,NULL,NULL,NULL
"66",,,"يطبق الرسم المخفض ضمن الشروط والتحفظات التي تحددها إدارة الجمارك.","40121200",,,"ملاحظة إضافية 1",NULL,NULL,NULL,NULL,NULL,NULL
"67",,""" لأغراض البنود 4104 لغاية 4106،يشمل تعبير (كراست""""crust"""" )الصلال والجلود التي أجريت عليها عملية إعادة دباغة أو  تلوين أو إشباع بمحضرات التزييت (""""stuffed""""liquored-fat )قبل التجفيف""","""ورد تفسير كلمة كراستينغ """"crusting """"المذكورة في النص الإنكليزي للبنود 4107 , 4112 , 4113 .في معجم مصطلحات الجلد على النحو التالي: عملية دباغة قد يتم خلالها تهيئة الجلود بعد التجفيف وقبل الترطيب تمهيًدا لمطها أو شدها فوق أطر: # (a tannery operation whereby leather may be conditionned after drying and before sammeying )# وقد أوضحت الملاحظة 2(ب) أن المقصود بها هو الجلود التي جرى عليها إعادة دباغة أو تلوين أو إشباع بمحضرات التزييت أو التشحيم (  """" fat-liquored"""" stuffed )قبل التجفيف. أي أن التجفيف هو شرط لا بد منه لتكتسب الجلود وصف كراست ويفهم من ذلك ان التجفيف  الوارد في النص الفرنسي للبند 4113 إنما يتم بعد إعادة الدباغة أو التلوين أو الإشباع للجلود بمحضرات التزييت أو التشحيم.كما جاء في الإعتبارات العامة للفصل 41 أن المقصود بها هوالجلد الذي جرى تجفيفه بعد الدباغة:# (Leather which has been dried after tanning is known as crust""","41044100",,"ملاحظة  2 (ب )","ملاحظة إضافية 5",NULL,NULL,NULL,NULL,NULL,NULL
